date,location,administered_janssen,administered_moderna,administered_pfizer,administered_unk_manuf,series_complete_pop_pct
2022-04-11T00:00:00.000,WA,486245,5290204,8388202,11832,72.2
2022-04-11T00:00:00.000,NV,187137,1653828,2989892,528,60.4
2022-04-11T00:00:00.000,IL,678704,7870140,13690127,30230,68.4
2022-04-11T00:00:00.000,RI,65380,829274,1285248,1733,81.9
2022-04-11T00:00:00.000,VA,504298,5735917,9980285,9910,72.8
2022-04-10T00:00:00.000,KS,137820,1720061,2668433,4260,61
2022-04-10T00:00:00.000,MI,464578,6133448,9014292,2184,59.9
2022-04-10T00:00:00.000,NM,119166,1565549,2167979,9519,70.6
2022-04-10T00:00:00.000,IA,178207,1990986,2846791,550,61.7
2022-04-10T00:00:00.000,MN,356078,3660512,6090205,4675,68.9
2022-04-10T00:00:00.000,FL,1474543,13620018,21655204,139011,66.6
2022-04-10T00:00:00.000,ID,87765,910717,1413432,3567,53.8
2022-04-10T00:00:00.000,FM,13235,79922,26655,29,53.1
2022-04-10T00:00:00.000,AL,177038,2699036,3322701,531,50.8
2022-04-10T00:00:00.000,NJ,573209,6379060,9993891,3092,75.2
2021-12-06T00:00:00.000,BP2,13435,110913,139888,31,0
2022-04-10T00:00:00.000,RI,65375,828435,1284357,1733,81.9
2022-04-10T00:00:00.000,MP,1358,14917,91894,0,83.3
2022-04-10T00:00:00.000,MO,250646,3181793,5374015,2329,55.7
2022-04-10T00:00:00.000,TX,1558987,16672400,27445546,4764,61.1
2022-04-10T00:00:00.000,VA,504248,5731130,9974218,9909,72.8
2022-04-10T00:00:00.000,PW,2349,36179,8543,100,84.1
2022-04-10T00:00:00.000,PR,151600,2665308,4233366,273,82.6
2022-04-10T00:00:00.000,DD2,324598,2438934,4582562,23282,0
2022-04-10T00:00:00.000,NY,1428631,13946922,23251373,21919,76.4
2022-04-10T00:00:00.000,IN,304620,3381957,5679846,30890,54.6
2022-04-10T00:00:00.000,SD,41199,539652,804503,133,60.8
2022-04-10T00:00:00.000,MS,92901,1533001,2194387,2946,51.6
2022-04-10T00:00:00.000,AZ,367801,4663147,6824978,29191,61.1
2022-04-10T00:00:00.000,SC,231112,2864554,4289063,2205,56.6
2022-04-10T00:00:00.000,KY,235850,2640901,3555645,2643,57.1
2022-04-10T00:00:00.000,WY,28998,323967,390898,652,51.3
2022-04-10T00:00:00.000,AS,571,24248,80706,995,86.7
2022-04-10T00:00:00.000,AR,122748,1780731,2266291,4092,54.1
2022-04-10T00:00:00.000,ND,39674,405939,623348,325,54.7
2022-04-10T00:00:00.000,BP2,14166,141204,155962,32,0
2022-04-10T00:00:00.000,NE,94870,1130490,1916520,6379,63.3
2022-04-10T00:00:00.000,VA2,255592,3756956,3276678,308,0
2022-04-10T00:00:00.000,LA,198545,2522403,3455972,3100,53.3
2022-04-10T00:00:00.000,NC,516510,6116782,9830592,945,60.3
2022-04-10T00:00:00.000,TN,263936,3743185,5724835,59963,54.2
2022-04-10T00:00:00.000,WA,486245,5290204,8388202,11832,72.2
2022-04-10T00:00:00.000,IL,678565,7860537,13678898,30205,68.4
2022-04-10T00:00:00.000,MT,60800,656698,842859,2193,56.5
2022-04-10T00:00:00.000,CT,249084,2823594,4395965,1249,78.7
2022-04-10T00:00:00.000,WV,67084,1155143,1458062,1724,57.3
2022-04-10T00:00:00.000,CA,2303326,27355153,43667083,15688,71.4
2022-04-10T00:00:00.000,MD,368777,4304443,7223041,17569,75.8
2022-04-10T00:00:00.000,CO,340571,4066915,6106007,10177,69.9
2022-04-10T00:00:00.000,DC,36772,532377,905676,1144,73.3
2022-04-10T00:00:00.000,NH,87830,930780,1476789,132,69.7
2022-04-10T00:00:00.000,WI,334194,3836927,5888096,2550,65.2
2022-04-10T00:00:00.000,OH,624011,6670047,10243149,21165,58.2
2022-04-10T00:00:00.000,GA,339528,5684973,8582489,39970,54.4
2022-04-10T00:00:00.000,GU,13427,108500,222875,272,82.3
2022-04-10T00:00:00.000,MA,402989,5689839,8465928,447,78.4
2022-04-10T00:00:00.000,VT,53292,535101,785184,882,80.8
2022-04-10T00:00:00.000,ME,143440,1124513,1493106,3492,79
2022-04-10T00:00:00.000,NV,187119,1652271,2986637,528,60.4
2022-04-10T00:00:00.000,OR,274797,2834647,4493418,16398,69.3
2022-04-10T00:00:00.000,MH,2819,49717,10815,2,34.1
2022-04-10T00:00:00.000,HI,70931,1040626,1747643,295,77.9
2022-04-10T00:00:00.000,DE,61950,680541,1028295,2207,68.6
2022-04-10T00:00:00.000,VI,2295,42302,97536,2,53.2
2022-04-10T00:00:00.000,UT,183874,1793828,3179599,315,64
2022-04-10T00:00:00.000,AK,46484,432945,644010,1129,61.9
2022-04-10T00:00:00.000,PA,776180,8644489,13060844,1452,67.9
2022-04-10T00:00:00.000,OK,153629,2351813,3322948,1942,56.8
2022-04-09T00:00:00.000,ID,87743,909747,1412104,3555,53.8
2022-04-09T00:00:00.000,MN,355976,3654586,6081262,4623,68.9
2022-04-09T00:00:00.000,LA,198489,2520600,3453375,3100,53.3
2022-04-09T00:00:00.000,KY,235850,2640898,3555645,2643,57.1
2022-04-09T00:00:00.000,PW,2349,36179,8543,100,84.1
2022-04-09T00:00:00.000,FL,1474221,13602329,21635052,138858,66.6
2022-04-09T00:00:00.000,DD2,324498,2436979,4580352,23272,0
2022-04-09T00:00:00.000,NC,516421,6110190,9821634,945,60.3
2022-04-09T00:00:00.000,MD,368758,4300733,7218288,17563,75.8
2022-04-09T00:00:00.000,AS,571,24248,80706,995,86.7
2022-04-09T00:00:00.000,IL,678403,7849437,13665112,30156,68.4
2022-04-09T00:00:00.000,MH,2741,48683,9536,2,33
2022-04-09T00:00:00.000,TX,1558847,16659154,27422739,4751,61
2022-04-09T00:00:00.000,NJ,573113,6375168,9988334,3088,75.2
2022-04-09T00:00:00.000,NH,87830,930708,1476263,132,69.7
2022-04-09T00:00:00.000,UT,183874,1793764,3179587,315,64
2022-04-09T00:00:00.000,TN,263935,3743123,5724829,59963,54.2
2022-04-09T00:00:00.000,MT,60800,656657,842844,2193,56.5
2022-04-09T00:00:00.000,MO,250646,3181762,5373896,2329,55.7
2022-04-09T00:00:00.000,BP2,14166,141204,155962,32,0
2022-04-09T00:00:00.000,VI,2295,42302,97535,2,53.2
2022-04-09T00:00:00.000,PA,776012,8640445,13054609,1452,67.9
2022-04-09T00:00:00.000,KS,137798,1718000,2666016,4207,61
2022-04-09T00:00:00.000,WI,334136,3831595,5880956,2537,65.2
2022-04-09T00:00:00.000,AZ,367705,4657073,6816040,29068,61.1
2022-04-09T00:00:00.000,MA,402989,5689710,8465845,447,78.4
2022-04-09T00:00:00.000,WY,28998,323919,390870,652,51.3
2022-04-09T00:00:00.000,DE,61950,680526,1028268,2207,68.6
2022-04-09T00:00:00.000,NY,1428397,13934706,23234914,21888,76.4
2022-04-09T00:00:00.000,OR,274757,2829105,4486872,16359,69.3
2022-04-09T00:00:00.000,AK,46483,432905,643974,1129,61.9
2022-04-09T00:00:00.000,OH,623868,6662209,10233424,21131,58.2
2022-04-09T00:00:00.000,NM,119133,1563158,2165189,9489,70.6
2022-04-09T00:00:00.000,GA,339528,5684937,8582305,39970,54.4
2022-04-09T00:00:00.000,VT,53288,533985,784129,882,80.8
2022-04-09T00:00:00.000,IH2,40752,1032627,1134874,171,41.5
2022-04-09T00:00:00.000,PR,151600,2665304,4233357,273,82.6
2022-04-09T00:00:00.000,ND,39674,405850,623342,325,54.7
2022-04-09T00:00:00.000,HI,70931,1040584,1747634,295,77.9
2022-04-09T00:00:00.000,AL,177032,2698998,3322656,526,50.8
2022-04-09T00:00:00.000,CT,249061,2819386,4391001,1246,78.7
2022-04-09T00:00:00.000,WV,67083,1155089,1458062,1724,57.3
2022-04-09T00:00:00.000,CA,2302462,27314174,43617189,15667,71.3
2022-04-09T00:00:00.000,VA,504124,5723380,9964612,9880,72.8
2022-04-09T00:00:00.000,VA2,255566,3754162,3273454,307,0
2022-04-09T00:00:00.000,MP,1358,14917,91894,0,83.3
2022-04-09T00:00:00.000,RI,65371,827342,1283075,1733,81.9
2022-04-09T00:00:00.000,AR,122721,1778058,2262903,4086,54.1
2022-04-09T00:00:00.000,NE,94870,1130489,1916515,6379,63.3
2022-04-09T00:00:00.000,SC,231111,2864475,4288979,2204,56.6
2022-04-09T00:00:00.000,WA,486245,5290192,8388154,11832,72.2
2022-04-09T00:00:00.000,ME,143440,1124463,1493089,3492,79
2022-04-09T00:00:00.000,SD,41188,539528,804279,133,60.8
2022-04-09T00:00:00.000,OK,153628,2351452,3322507,1942,56.8
2022-04-09T00:00:00.000,IA,178207,1990985,2846789,550,61.7
2022-04-09T00:00:00.000,MS,92900,1532950,2194378,2946,51.6
2022-04-09T00:00:00.000,FM,13235,79922,26655,29,53.1
2022-04-09T00:00:00.000,NV,187089,1650526,2984734,528,60.4
2022-04-09T00:00:00.000,GU,13427,108498,222868,272,82.3
2022-04-09T00:00:00.000,IN,304576,3378211,5673734,30864,54.6
2022-04-09T00:00:00.000,DC,36757,531616,904664,1135,73.3
2022-04-09T00:00:00.000,CO,340568,4066690,6105767,10176,69.9
2022-04-09T00:00:00.000,MI,464470,6124620,9003409,2184,59.9
2022-04-08T00:00:00.000,BP2,14166,141201,155962,32,0
2022-04-08T00:00:00.000,DE,61937,679376,1026805,2186,68.6
2022-04-08T00:00:00.000,KY,235770,2638077,3552481,2614,57.1
2022-04-08T00:00:00.000,SD,41170,538882,803483,133,60.8
2022-04-08T00:00:00.000,DD2,324364,2434889,4577459,23256,0
2022-04-08T00:00:00.000,MO,250607,3178797,5369399,2329,55.7
2022-04-08T00:00:00.000,MT,60762,655213,840980,2189,56.5
2022-04-08T00:00:00.000,CA,2301330,27274824,43568808,15654,71.3
2022-04-08T00:00:00.000,MH,2741,48683,9536,2,33
2022-04-08T00:00:00.000,ID,87717,908769,1410670,3550,53.7
2022-04-08T00:00:00.000,CO,340513,4062608,6100627,10157,69.9
2022-04-08T00:00:00.000,ME,143429,1121830,1490370,3484,79
2022-04-08T00:00:00.000,MA,402924,5681370,8456679,447,78.4
2022-04-08T00:00:00.000,MD,368693,4294314,7210494,17539,75.8
2022-04-08T00:00:00.000,AL,176974,2696420,3320406,525,50.8
2022-04-08T00:00:00.000,IN,304524,3374689,5668136,30837,54.6
2022-04-08T00:00:00.000,IL,678051,7835893,13646059,30089,68.3
2022-04-08T00:00:00.000,MN,355941,3650114,6073615,4605,68.9
2022-04-08T00:00:00.000,NC,516341,6103229,9812546,945,60.2
2022-04-08T00:00:00.000,NY,1428005,13917257,23211342,21832,76.4
2022-04-08T00:00:00.000,PR,151600,2665303,4233351,273,82.6
2022-04-08T00:00:00.000,OR,274695,2824716,4480756,16323,69.3
2022-04-08T00:00:00.000,WI,334076,3826476,5874397,2526,65.2
2022-04-08T00:00:00.000,MS,92867,1531843,2193158,2937,51.6
2022-04-08T00:00:00.000,VA2,255552,3751195,3270336,305,0
2022-04-08T00:00:00.000,VI,2295,42295,97480,2,53.2
2022-04-08T00:00:00.000,GA,339528,5684912,8582283,39970,54.4
2022-04-08T00:00:00.000,MP,1358,14917,91894,0,83.3
2022-04-08T00:00:00.000,WV,67063,1153602,1456290,1724,57.3
2022-04-08T00:00:00.000,MI,464380,6117278,8993685,2180,59.9
2022-04-08T00:00:00.000,AS,571,24241,80541,981,86.6
2022-04-08T00:00:00.000,IA,178167,1988367,2844190,548,61.7
2022-04-08T00:00:00.000,PW,2349,36160,8534,96,84.1
2022-04-08T00:00:00.000,ND,39673,405412,623299,325,54.7
2022-04-08T00:00:00.000,VA,504005,5715660,9953907,9844,72.7
2022-04-08T00:00:00.000,UT,183874,1793662,3179576,315,64
2022-04-08T00:00:00.000,WA,486129,5283090,8378347,11807,72.2
2022-04-08T00:00:00.000,TN,263815,3738088,5718964,59824,54.2
2022-04-08T00:00:00.000,OK,153522,2346989,3317349,1909,56.8
2022-04-08T00:00:00.000,HI,70920,1037442,1744788,295,77.9
2022-04-08T00:00:00.000,VT,53283,533174,782879,882,80.7
2022-04-08T00:00:00.000,NE,94870,1130489,1916501,6379,63.3
2022-04-08T00:00:00.000,AR,122694,1775893,2259841,4072,54.1
2022-04-08T00:00:00.000,KS,137771,1716351,2663977,4189,60.9
2022-04-08T00:00:00.000,NJ,572936,6366819,9978010,2935,75.2
2022-04-08T00:00:00.000,AK,46478,432833,643912,1129,61.9
2022-04-08T00:00:00.000,LA,198425,2518624,3450577,3099,53.3
2022-04-08T00:00:00.000,CT,249031,2815140,4385518,1246,78.6
2022-04-08T00:00:00.000,TX,1558341,16640628,27393663,4735,61
2022-04-08T00:00:00.000,AZ,367575,4651378,6808832,28878,61.1
2022-04-08T00:00:00.000,DC,36746,530562,903221,1135,73.2
2022-04-08T00:00:00.000,NM,119121,1560147,2161891,9458,70.5
2022-04-08T00:00:00.000,NH,87829,930476,1475739,132,69.6
2022-04-08T00:00:00.000,IH2,40735,1031722,1133876,171,41.5
2022-04-08T00:00:00.000,RI,65361,826164,1281648,1726,81.9
2022-04-08T00:00:00.000,FL,1473893,13584124,21614353,138690,66.6
2022-04-08T00:00:00.000,WY,28988,323558,390490,652,51.3
2022-04-08T00:00:00.000,OH,623690,6654108,10222669,21092,58.1
2022-04-08T00:00:00.000,NV,187042,1649011,2982727,528,60.4
2022-04-08T00:00:00.000,SC,231106,2864385,4288760,2203,56.6
2022-04-08T00:00:00.000,GU,13419,108375,222734,268,82.3
2022-04-08T00:00:00.000,PA,775791,8635068,13045239,1452,67.8
2022-04-07T00:00:00.000,IA,178141,1985304,2841535,546,61.6
2022-04-07T00:00:00.000,TX,1557879,16623217,27366942,4727,61
2022-04-07T00:00:00.000,WV,67056,1152308,1454504,1724,57.3
2022-04-07T00:00:00.000,VI,2295,42248,97429,2,53.2
2022-04-07T00:00:00.000,FL,1473543,13566910,21594564,138461,66.6
2022-04-07T00:00:00.000,MO,250541,3175856,5365260,2328,55.7
2022-04-07T00:00:00.000,AR,122675,1773774,2257247,4062,54.1
2022-04-07T00:00:00.000,TN,263692,3733510,5713981,59664,54.2
2022-04-07T00:00:00.000,CA,2300637,27239867,43528116,15648,71.2
2022-04-07T00:00:00.000,MP,1358,14917,91894,0,83.3
2022-04-07T00:00:00.000,DC,36730,529938,902192,1120,73.2
2022-04-07T00:00:00.000,IH2,40725,1031014,1132985,171,41.5
2022-04-07T00:00:00.000,PW,2349,36160,8534,96,84.1
2022-04-07T00:00:00.000,CT,249006,2810972,4380556,1242,78.6
2022-04-07T00:00:00.000,RI,65342,825073,1280344,1718,81.8
2022-04-07T00:00:00.000,CO,340463,4058428,6095137,10068,69.9
2022-04-07T00:00:00.000,NE,94870,1130481,1916477,6379,63.2
2022-04-07T00:00:00.000,DE,61929,678310,1025581,2182,68.5
2022-04-07T00:00:00.000,ME,143399,1119238,1487541,3475,79
2022-04-07T00:00:00.000,OH,623533,6646909,10213517,21074,58.1
2022-04-07T00:00:00.000,ND,39668,405221,623229,325,54.7
2022-04-07T00:00:00.000,NJ,572440,6361491,9971680,2936,75.1
2022-04-07T00:00:00.000,MD,364628,4260175,7156207,17510,75.1
2022-04-07T00:00:00.000,KS,137741,1714709,2661458,4176,60.9
2022-04-07T00:00:00.000,NH,87812,929429,1473643,129,69.6
2022-04-07T00:00:00.000,AZ,367407,4644554,6799426,28629,61.1
2022-04-07T00:00:00.000,HI,70900,1036053,1742596,295,77.9
2022-04-07T00:00:00.000,WA,486043,5275638,8368954,11777,72.2
2022-04-07T00:00:00.000,MA,402863,5673271,8448420,446,78.4
2022-04-07T00:00:00.000,NY,1427726,13902206,23191187,21735,76.4
2022-04-07T00:00:00.000,DD2,324264,2432670,4575051,23182,0
2022-04-07T00:00:00.000,VA,503893,5708163,9943805,9831,72.7
2022-04-07T00:00:00.000,AS,571,24187,80125,607,86
2022-04-07T00:00:00.000,PR,151600,2665302,4233345,273,82.6
2022-04-07T00:00:00.000,ID,87671,907727,1409352,3534,53.7
2022-04-07T00:00:00.000,AL,176937,2694102,3317688,523,50.8
2022-04-07T00:00:00.000,AK,46474,432756,643892,1129,61.8
2022-04-07T00:00:00.000,NV,186992,1647135,2979762,528,60.4
2022-04-07T00:00:00.000,WI,334032,3821860,5868318,2519,65.2
2022-04-07T00:00:00.000,PA,775627,8630258,13038964,1452,67.8
2022-04-07T00:00:00.000,MS,92847,1530824,2192038,2935,51.5
2022-04-07T00:00:00.000,FM,13235,79922,26655,29,53.1
2022-04-07T00:00:00.000,GU,13389,108282,222462,262,82.2
2022-04-07T00:00:00.000,OK,153521,2346272,3316613,1909,56.7
2022-04-07T00:00:00.000,MH,2741,48683,9536,2,33
2022-04-07T00:00:00.000,VA2,255529,3748081,3267832,304,0
2022-04-07T00:00:00.000,BP2,14166,141199,155959,32,0
2022-04-07T00:00:00.000,SD,41162,538311,802775,133,60.7
2022-04-07T00:00:00.000,GA,339528,5684898,8582260,39970,54.3
2022-04-07T00:00:00.000,IL,678786,7837421,13655305,30155,68.4
2022-04-07T00:00:00.000,NM,119093,1557998,2159439,9374,70.5
2022-04-07T00:00:00.000,NC,516218,6096235,9801000,945,60.2
2022-04-07T00:00:00.000,VT,53269,532039,781803,882,80.7
2022-04-07T00:00:00.000,UT,183874,1793524,3179565,315,64
2022-04-07T00:00:00.000,WY,28929,323340,390190,651,51.2
2022-04-07T00:00:00.000,MI,464292,6108908,8983717,2170,59.8
2022-04-07T00:00:00.000,MN,355885,3646029,6066798,4578,68.8
2022-04-07T00:00:00.000,IN,304452,3371302,5662938,30787,54.6
2022-04-07T00:00:00.000,OR,274652,2819883,4474849,16297,69.3
2022-04-07T00:00:00.000,LA,198382,2516979,3448237,3099,53.3
2022-04-07T00:00:00.000,SC,231104,2864311,4288618,2203,56.6
2022-04-07T00:00:00.000,MT,60762,655182,840961,2189,56.5
2022-04-07T00:00:00.000,KY,235711,2635641,3550072,2590,57.1
2022-04-06T00:00:00.000,ND,39665,405060,623193,325,54.7
2022-04-06T00:00:00.000,AS,571,24187,80125,607,86
2022-04-06T00:00:00.000,WY,28903,323056,389797,651,51.2
2022-04-05T00:00:00.000,DD2,324034,2429072,4570617,23163,0
2022-04-06T00:00:00.000,OH,623381,6638115,10204256,21034,58.1
2022-04-06T00:00:00.000,SD,41110,537765,800992,133,60.7
2022-04-06T00:00:00.000,OR,274604,2815912,4469981,16270,69.2
2022-04-06T00:00:00.000,VI,2295,42248,97420,2,53.1
2022-04-06T00:00:00.000,WI,333987,3817638,5862180,2515,65.2
2022-04-06T00:00:00.000,NH,87800,928472,1471766,129,69.5
2022-04-06T00:00:00.000,CT,248978,2806727,4375768,1241,78.6
2022-04-06T00:00:00.000,FM,13235,79922,26655,29,53.1
2022-04-06T00:00:00.000,DC,36719,529194,900932,1110,73.1
2022-04-06T00:00:00.000,NM,119083,1556696,2157685,9335,70.5
2022-04-06T00:00:00.000,NC,516066,6091097,9794871,945,60.2
2022-04-06T00:00:00.000,KY,235674,2634000,3547944,2588,57.1
2022-04-06T00:00:00.000,ME,143383,1117064,1484911,3472,78.9
2022-04-06T00:00:00.000,TN,263601,3730021,5709479,59483,54.1
2022-04-06T00:00:00.000,AR,122657,1771690,2255223,4042,54
2022-04-06T00:00:00.000,MT,60744,654597,840170,2188,56.5
2022-04-06T00:00:00.000,ID,87639,906832,1407977,3524,53.7
2022-04-06T00:00:00.000,VA,503735,5699480,9931809,9808,72.7
2022-04-06T00:00:00.000,WA,485956,5268971,8360058,11749,72.2
2022-04-06T00:00:00.000,NY,1427385,13884601,23167739,21680,76.3
2022-04-06T00:00:00.000,CA,2299633,27200981,43483952,15636,71.2
2022-04-06T00:00:00.000,OK,153417,2342286,3311946,1844,56.7
2022-04-06T00:00:00.000,IH2,40661,1030298,1131165,171,41.5
2022-04-06T00:00:00.000,DE,61918,677228,1024194,2174,68.5
2022-04-06T00:00:00.000,BP2,14166,141196,155959,32,0
2022-04-06T00:00:00.000,PA,775407,8624134,13030694,1452,67.8
2022-04-06T00:00:00.000,MD,364561,4254441,7148872,17489,75.1
2022-04-06T00:00:00.000,HI,70897,1034868,1741104,295,77.9
2022-04-06T00:00:00.000,PR,151600,2665301,4233335,273,82.6
2022-04-06T00:00:00.000,MO,250492,3172964,5360841,2328,55.7
2022-04-06T00:00:00.000,GU,13386,108224,222363,262,82.2
2022-04-06T00:00:00.000,WV,67034,1150979,1453094,1724,57.3
2022-04-06T00:00:00.000,MH,2741,48683,9536,2,33
2022-04-06T00:00:00.000,IN,304381,3367734,5657285,30742,54.6
2022-04-06T00:00:00.000,LA,198287,2515369,3445603,3093,53.2
2022-04-06T00:00:00.000,IA,178108,1982682,2838171,544,61.6
2022-04-06T00:00:00.000,KS,137741,1714614,2661430,4176,60.9
2022-04-06T00:00:00.000,UT,183688,1789880,3168856,315,63.9
2022-04-06T00:00:00.000,FL,1473148,13548981,21574184,138257,66.6
2022-04-06T00:00:00.000,AZ,367270,4639051,6793389,28447,61
2022-04-06T00:00:00.000,AK,46458,431797,642562,1126,61.8
2022-04-06T00:00:00.000,GA,339526,5684883,8582244,39970,54.3
2022-04-06T00:00:00.000,MA,402812,5665753,8440753,446,78.3
2022-04-06T00:00:00.000,SC,230928,2859857,4281403,2203,56.6
2022-04-06T00:00:00.000,DD2,324146,2430851,4572846,23177,0
2022-04-06T00:00:00.000,MI,464229,6101139,8973320,2164,59.8
2022-04-06T00:00:00.000,RI,65325,823974,1278948,1714,81.8
2022-04-06T00:00:00.000,MP,1353,14852,91708,0,83.3
2022-04-06T00:00:00.000,NV,186968,1645756,2977852,528,60.4
2022-04-06T00:00:00.000,TX,1557360,16603658,27306337,4719,60.9
2022-04-06T00:00:00.000,MS,92821,1530021,2190941,2928,51.5
2022-04-06T00:00:00.000,CO,340384,4053010,6090286,10051,69.8
2022-04-06T00:00:00.000,MN,355848,3641592,6059509,4560,68.8
2022-04-06T00:00:00.000,IL,678634,7826747,13641816,30078,68.4
2022-04-06T00:00:00.000,VA2,255515,3745886,3265522,303,0
2022-04-06T00:00:00.000,NJ,572277,6352918,9961242,2916,75.1
2022-04-06T00:00:00.000,NE,94870,1130479,1916463,6379,63.2
2022-04-06T00:00:00.000,PW,2349,36160,8534,96,84.1
2022-04-06T00:00:00.000,AL,176850,2690728,3314044,521,50.7
2022-04-06T00:00:00.000,VT,53260,531398,780756,882,80.7
2022-04-05T00:00:00.000,AL,176801,2689185,3313687,521,50.7
2022-04-05T00:00:00.000,MP,1353,14852,91708,0,83.3
2022-04-05T00:00:00.000,MA,402764,5660102,8431911,446,78.3
2022-04-05T00:00:00.000,IN,304347,3365159,5652441,30700,54.6
2022-04-05T00:00:00.000,NM,119059,1555342,2155922,9312,70.5
2022-04-05T00:00:00.000,HI,70867,1034520,1740442,295,77.8
2022-04-05T00:00:00.000,MT,60727,654166,839509,2181,56.5
2022-04-05T00:00:00.000,PA,775174,8617378,13020953,1452,67.7
2022-04-05T00:00:00.000,KS,137711,1713361,2659516,4163,60.9
2022-04-05T00:00:00.000,AZ,367140,4634803,6786979,28272,61
2022-04-05T00:00:00.000,PR,152800,2706785,4222958,650,82.2
2022-04-05T00:00:00.000,LA,198242,2514096,3443675,3092,53.2
2022-04-05T00:00:00.000,NY,1427137,13868684,23147356,21600,76.3
2022-04-05T00:00:00.000,MH,2741,48683,9536,2,33
2022-04-05T00:00:00.000,MI,464164,6095178,8964524,2162,59.8
2022-04-05T00:00:00.000,AS,571,24187,80125,607,86
2022-04-05T00:00:00.000,AR,122630,1770033,2253240,4011,54
2022-04-05T00:00:00.000,MS,92810,1529204,2189983,2924,51.5
2022-04-05T00:00:00.000,NC,515912,6085179,9787838,945,60.1
2022-04-05T00:00:00.000,VI,2290,42200,97290,2,53.1
2022-04-05T00:00:00.000,CT,248948,2803764,4371936,1241,78.5
2022-04-05T00:00:00.000,DC,36709,528492,899913,1105,73.1
2022-04-05T00:00:00.000,GA,339392,5677777,8572831,39868,54.3
2022-04-05T00:00:00.000,NE,94837,1128093,1910994,6343,63.2
2022-04-05T00:00:00.000,OK,153416,2341861,3311531,1844,56.7
2022-04-05T00:00:00.000,BP2,14166,141196,155959,32,0
2022-04-05T00:00:00.000,FM,13232,79418,26073,29,52.8
2022-04-05T00:00:00.000,TX,1556906,16586722,27279145,4697,60.9
2022-04-05T00:00:00.000,VT,53257,530953,780504,882,80.7
2022-04-05T00:00:00.000,MO,250254,3170431,5356987,2327,55.7
2022-04-05T00:00:00.000,SD,41098,537292,800200,133,60.6
2022-04-05T00:00:00.000,NJ,572113,6345422,9951964,2907,75.1
2022-04-05T00:00:00.000,OH,623232,6632589,10196451,21021,58.1
2022-04-05T00:00:00.000,OR,274553,2812499,4465603,16244,69.2
2022-04-05T00:00:00.000,MN,355811,3638445,6054012,4525,68.8
2022-04-05T00:00:00.000,NH,87775,926746,1468197,128,69.5
2022-04-05T00:00:00.000,ME,143367,1115886,1483318,3466,78.9
2022-04-05T00:00:00.000,IA,178076,1980813,2836091,535,61.6
2022-04-05T00:00:00.000,GU,13380,108197,222191,254,82.2
2022-04-05T00:00:00.000,AK,46454,431778,642547,1126,61.8
2022-04-05T00:00:00.000,VA2,255496,3744286,3263489,303,0
2022-04-05T00:00:00.000,MD,364496,4248870,7141506,17457,75.1
2022-04-05T00:00:00.000,VA,503651,5694089,9924183,9787,72.7
2022-04-05T00:00:00.000,SC,230928,2859810,4281172,2203,56.6
2022-04-05T00:00:00.000,KY,235630,2632506,3545598,2587,57.1
2022-04-05T00:00:00.000,WY,28900,322904,389491,651,51.2
2022-04-05T00:00:00.000,IH2,40650,1029909,1130449,171,41.5
2022-04-05T00:00:00.000,IL,678252,7816071,13617260,29996,68.3
2022-04-05T00:00:00.000,ND,39660,404954,623148,325,54.7
2022-04-05T00:00:00.000,TN,263398,3726605,5705799,59310,54.1
2022-04-05T00:00:00.000,DE,61907,676575,1023424,2167,68.5
2022-04-05T00:00:00.000,WA,485841,5261896,8349971,11728,72.2
2022-04-05T00:00:00.000,NV,186934,1644319,2975656,528,60.3
2022-04-05T00:00:00.000,WV,67023,1150014,1451938,1724,57.2
2022-04-05T00:00:00.000,RI,65314,823089,1277512,1710,81.7
2022-04-05T00:00:00.000,WI,333953,3814836,5857670,2503,65.1
2022-04-05T00:00:00.000,UT,183688,1789837,3168848,315,63.9
2022-04-05T00:00:00.000,FL,1472712,13537105,21557732,138010,66.5
2022-04-05T00:00:00.000,ID,87622,905970,1406768,3513,53.7
2022-04-05T00:00:00.000,PW,2349,36160,8534,96,84.1
2022-04-05T00:00:00.000,CO,340306,4050013,6085378,10031,69.8
2022-04-05T00:00:00.000,CA,2299251,27174500,43453688,15625,71.2
2022-04-04T00:00:00.000,AZ,367115,4632351,6783065,28241,61
2022-04-04T00:00:00.000,AR,122630,1769720,2252895,4011,54
2022-04-04T00:00:00.000,BP2,14166,141196,155957,32,0
2022-04-04T00:00:00.000,GA,338983,5660983,8552865,39788,54.3
2022-04-04T00:00:00.000,FL,1472571,13525589,21542669,137996,66.5
2022-04-04T00:00:00.000,IN,304327,3363906,5650316,30687,54.6
2022-04-04T00:00:00.000,RI,65309,822372,1276825,1710,81.7
2022-04-04T00:00:00.000,DE,61857,673006,1019384,2155,68.4
2022-04-04T00:00:00.000,AL,176762,2687502,3311223,521,50.7
2022-04-04T00:00:00.000,CT,248907,2801397,4369618,1241,78.5
2022-04-04T00:00:00.000,MP,1353,14852,91708,0,83.3
2022-04-04T00:00:00.000,LA,198235,2513670,3442933,3092,53.2
2022-04-04T00:00:00.000,IH2,40649,1029826,1130339,171,41.5
2022-04-04T00:00:00.000,MA,402617,5642457,8413545,446,78.2
2022-04-04T00:00:00.000,PW,2349,36160,8534,96,84.1
2022-04-04T00:00:00.000,TN,263263,3717560,5690961,59184,54.1
