date,location,administered_janssen,administered_moderna,administered_pfizer,administered_unk_manuf,series_complete_pop_pct
2022-06-05T00:00:00.000,UT,185197,1835853,3263489,333,64.6
2022-06-04T00:00:00.000,TN,267465,3886967,5924182,66512,54.8
2022-06-04T00:00:00.000,ND,39801,416256,664344,327,55.8
2022-06-04T00:00:00.000,DE,62474,719676,1077980,2323,69.8
2022-06-04T00:00:00.000,AZ,372908,4868222,7150428,34753,62.1
2022-06-04T00:00:00.000,NH,88775,977537,1555400,143,71.2
2022-06-04T00:00:00.000,MT,61579,684089,875412,2338,57.1
2022-06-04T00:00:00.000,VA,509361,5989359,10348774,10807,73.7
2022-06-04T00:00:00.000,SD,41771,564287,841141,141,62.2
2022-06-04T00:00:00.000,NY,1439314,14483794,24017346,25035,77.5
2022-06-04T00:00:00.000,MO,252523,3304373,5557900,2325,56.4
2022-06-04T00:00:00.000,NM,120428,1642820,2266535,10205,71.7
2022-06-04T00:00:00.000,AS,576,24744,84552,1195,88.3
2022-06-04T00:00:00.000,PA,783968,9111747,13652580,1453,69.2
2022-06-04T00:00:00.000,VA2,256038,3903191,3397960,284,0
2022-06-04T00:00:00.000,CT,250528,2959136,4584152,1232,79.8
2022-06-04T00:00:00.000,OK,155452,2427330,3421269,3034,57.7
2022-06-04T00:00:00.000,CA,2318570,28861212,45677558,15184,72.6
2022-06-04T00:00:00.000,HI,71505,1100228,1820536,302,78.7
2022-06-04T00:00:00.000,UT,185196,1835815,3263486,333,64.6
2022-06-04T00:00:00.000,DC,40166,584463,995402,1744,78.7
2022-06-04T00:00:00.000,DD2,328892,2508872,4690048,23832,0
2022-06-04T00:00:00.000,LA,200286,2588568,3553491,3244,53.8
2022-06-04T00:00:00.000,IA,179410,2082376,2960946,589,62.3
2022-06-04T00:00:00.000,MN,357786,3856078,6385933,5277,69.5
2022-06-04T00:00:00.000,OR,276738,2990005,4706887,17578,70
2022-06-04T00:00:00.000,KS,139211,1785662,2771599,4473,61.9
2022-06-04T00:00:00.000,SC,233301,2985452,4458057,2202,57.4
2022-06-04T00:00:00.000,ID,88649,946804,1507988,3921,55.7
2022-06-04T00:00:00.000,NC,520369,6374519,10182615,951,62.1
2022-06-04T00:00:00.000,GU,13654,113338,230965,306,83.3
2022-06-04T00:00:00.000,WY,28861,333485,392825,691,51.2
2022-06-04T00:00:00.000,NJ,578919,6643300,10355429,3785,76.2
2022-06-04T00:00:00.000,VT,53676,567000,823293,885,81.7
2022-06-04T00:00:00.000,GA,344234,5926779,8887491,42404,55.1
2022-06-04T00:00:00.000,BP2,14174,147710,160543,32,0
2022-06-04T00:00:00.000,FL,1488226,14212767,22430376,146704,67.4
2022-06-04T00:00:00.000,MD,367259,4506614,7498500,18703,76.2
2022-06-04T00:00:00.000,KY,237652,2723234,3671691,2531,57.7
2022-06-04T00:00:00.000,NV,188253,1713650,3085948,529,61.2
2022-06-04T00:00:00.000,AK,46894,450462,667430,1101,62.8
2022-06-04T00:00:00.000,WV,67642,1198241,1506930,1748,57.9
2022-06-04T00:00:00.000,NE,95425,1165661,1983264,7091,63.8
2022-06-04T00:00:00.000,PR,152604,2770774,4377800,312,83.4
2022-06-04T00:00:00.000,TX,1580993,17434793,28658328,5325,62
2022-06-04T00:00:00.000,MH,2922,53427,15734,2,37.1
2022-06-04T00:00:00.000,IL,681826,8183745,14145769,30876,68.9
2022-06-04T00:00:00.000,OH,631959,6960782,10682733,21982,59
2022-06-04T00:00:00.000,MI,468000,6404836,9344777,2248,60.5
2022-06-04T00:00:00.000,FM,13513,85040,36818,42,57
2022-06-04T00:00:00.000,VI,2327,44348,101181,0,53.8
2022-06-04T00:00:00.000,IH2,41359,1063348,1172523,172,42.1
2022-06-04T00:00:00.000,WA,490091,5559477,8761723,12927,73
2022-06-04T00:00:00.000,MS,94022,1581729,2251005,3292,52.1
2022-06-04T00:00:00.000,WI,335798,4026194,6161918,2877,65.9
2022-06-04T00:00:00.000,CO,342985,4249272,6374777,11086,70.6
2022-06-04T00:00:00.000,RI,65847,869158,1335632,1946,83.4
2022-06-04T00:00:00.000,AL,178784,2780133,3416007,613,51.4
2022-06-04T00:00:00.000,PW,2349,36914,8708,125,84.5
2022-06-04T00:00:00.000,AR,124355,1845482,2340020,4160,54.8
2022-06-04T00:00:00.000,ME,143995,1207862,1581043,3788,80.2
2022-06-04T00:00:00.000,MP,1383,15151,93256,9,83.7
2022-06-04T00:00:00.000,MA,405222,5995021,8833333,452,79.7
2022-06-04T00:00:00.000,IN,308143,3521742,5897064,32585,55.3
2022-06-03T00:00:00.000,OK,155403,2425180,3418039,2970,57.7
2022-06-03T00:00:00.000,IH2,41342,1062660,1171838,172,42.1
2022-06-03T00:00:00.000,WV,67633,1197432,1505984,1745,57.9
2022-06-03T00:00:00.000,OR,276711,2987595,4702911,17547,70
2022-06-03T00:00:00.000,MS,94007,1580925,2249992,3284,52.1
2022-06-03T00:00:00.000,ND,39800,415977,663788,327,55.8
2022-06-03T00:00:00.000,GU,13649,113233,230728,304,83.2
2022-06-03T00:00:00.000,KY,237634,2721534,3669417,2531,57.7
2022-06-03T00:00:00.000,PR,152589,2768930,4375361,312,83.4
2022-06-03T00:00:00.000,CT,250503,2957441,4581214,1230,79.8
2022-06-03T00:00:00.000,AL,178758,2778623,3414180,613,51.4
2022-06-03T00:00:00.000,SC,233255,2981853,4452315,2202,57.4
2022-06-03T00:00:00.000,LA,200267,2586860,3551201,3243,53.7
2022-06-03T00:00:00.000,NH,88774,977462,1555234,143,71.2
2022-06-03T00:00:00.000,IL,681591,8175290,14130731,30798,68.9
2022-06-03T00:00:00.000,AS,576,24735,84534,1195,88.3
2022-06-03T00:00:00.000,BP2,14174,147707,160541,32,0
2022-06-03T00:00:00.000,TN,267419,3884729,5920787,66348,54.8
2022-06-03T00:00:00.000,IA,179402,2081067,2958879,589,62.3
2022-06-03T00:00:00.000,MT,61485,680942,871323,2315,57
2022-06-03T00:00:00.000,AR,124238,1843419,2336929,4158,54.8
2022-06-03T00:00:00.000,MO,252499,3302095,5554463,2325,56.4
2022-06-03T00:00:00.000,NE,95425,1165654,1983256,7091,63.8
2022-06-03T00:00:00.000,AZ,372739,4864503,7144817,34595,62
2022-06-03T00:00:00.000,MD,367204,4502582,7492055,18684,76.2
2022-06-03T00:00:00.000,NJ,578844,6638826,10347652,3782,76.2
2022-06-03T00:00:00.000,PW,2349,36848,8687,125,84.5
2022-06-03T00:00:00.000,OH,631865,6956026,10675212,21960,59
2022-06-03T00:00:00.000,MI,467981,6402395,9341473,2246,60.5
2022-06-03T00:00:00.000,DC,40166,584463,995345,1744,78.7
2022-06-03T00:00:00.000,WA,490053,5556096,8755398,12885,73
2022-06-03T00:00:00.000,NM,120416,1641089,2264352,10187,71.7
2022-06-03T00:00:00.000,KS,139190,1784672,2770030,4468,61.9
2022-06-03T00:00:00.000,HI,71501,1099350,1819341,302,78.6
2022-06-03T00:00:00.000,FM,13513,85040,36818,42,57
2022-06-03T00:00:00.000,GA,344162,5923034,8881675,42358,55.1
2022-06-03T00:00:00.000,CA,2318353,28839011,45643264,15175,72.6
2022-06-03T00:00:00.000,ID,88635,946028,1507208,3914,55.6
2022-06-03T00:00:00.000,UT,185196,1835756,3263479,333,64.6
2022-06-03T00:00:00.000,MP,1383,15151,93256,9,83.7
2022-06-03T00:00:00.000,MA,405141,5990576,8826319,452,79.6
2022-06-03T00:00:00.000,WY,28857,333277,392439,691,51.2
2022-06-03T00:00:00.000,VA,509295,5985153,10341278,10774,73.7
2022-06-03T00:00:00.000,CO,342803,4242672,6362787,11054,70.6
2022-06-03T00:00:00.000,DD2,328773,2507576,4687459,23824,0
2022-06-03T00:00:00.000,VI,2327,44335,101158,0,53.8
2022-06-03T00:00:00.000,VT,53667,566202,822463,885,81.7
2022-06-03T00:00:00.000,MH,2922,53427,15734,2,37.1
2022-06-03T00:00:00.000,ME,143986,1206666,1579564,3781,80.2
2022-06-03T00:00:00.000,NY,1439151,14478236,24008566,24952,77.5
2022-06-03T00:00:00.000,DE,62473,719666,1077961,2323,69.8
2022-06-03T00:00:00.000,IN,308101,3519945,5893204,32562,55.3
2022-06-03T00:00:00.000,AK,46893,450403,667296,1100,62.8
2022-06-03T00:00:00.000,NV,188238,1712550,3084088,529,61.2
2022-06-03T00:00:00.000,RI,65838,868521,1334575,1946,83.3
2022-06-03T00:00:00.000,PA,783834,9104621,13641573,1452,69.1
2022-06-03T00:00:00.000,SD,41761,564191,840992,141,62.2
2022-06-03T00:00:00.000,WI,335771,4022868,6156866,2872,65.9
2022-06-03T00:00:00.000,NC,520281,6368481,10176236,951,62.1
2022-06-03T00:00:00.000,FL,1487991,14204546,22417170,146541,67.4
2022-06-03T00:00:00.000,MN,357786,3855990,6385810,5277,69.5
2022-06-03T00:00:00.000,TX,1580729,17425565,28638278,5323,61.9
2022-06-02T00:00:00.000,PA,783729,9098837,13631529,1452,69.1
2022-06-02T00:00:00.000,TN,267344,3882313,5916972,66193,54.8
2022-06-02T00:00:00.000,NC,520202,6362468,10166464,951,62
2022-06-02T00:00:00.000,LA,200239,2585456,3548906,3243,53.7
2022-05-30T00:00:00.000,IH2,41311,1061383,1169588,171,42.1
2022-06-02T00:00:00.000,GA,344067,5919640,8875546,42281,55.1
2022-06-02T00:00:00.000,TX,1580418,17416670,28618605,5310,61.9
2022-06-02T00:00:00.000,IL,688299,8212609,14189910,31260,69.2
2022-06-02T00:00:00.000,MA,405114,5986407,8819440,452,79.6
2022-06-02T00:00:00.000,AK,46889,450165,666903,1098,62.7
2022-06-02T00:00:00.000,VA2,256030,3897469,3393185,284,0
2022-06-02T00:00:00.000,AR,124238,1843333,2336910,4158,54.8
2022-06-02T00:00:00.000,AL,178730,2777084,3412179,608,51.4
2022-06-02T00:00:00.000,VA,509235,5981270,10334907,10754,73.7
2022-06-02T00:00:00.000,WI,335731,4019252,6151510,2864,65.9
2022-06-02T00:00:00.000,NH,88766,976806,1554068,143,71.1
2022-06-02T00:00:00.000,WV,67622,1196620,1505109,1743,57.9
2022-06-02T00:00:00.000,SC,233254,2981809,4452081,2202,57.4
2022-06-02T00:00:00.000,NJ,578537,6637607,10344532,3763,76.1
2022-06-02T00:00:00.000,MH,2922,53427,15734,2,37.1
2022-06-02T00:00:00.000,CO,342757,4240055,6358983,11032,70.6
2022-06-02T00:00:00.000,KY,237613,2720524,3667927,2531,57.7
2022-06-02T00:00:00.000,NV,188219,1711557,3082280,529,61.2
2022-06-02T00:00:00.000,KS,139177,1783611,2768108,4463,61.9
2022-06-02T00:00:00.000,PR,152572,2766664,4371960,312,83.4
2022-06-02T00:00:00.000,MI,467936,6398847,9336366,2246,60.5
2022-06-02T00:00:00.000,ND,39795,415712,663277,327,55.8
2022-06-02T00:00:00.000,WY,28855,333068,392195,691,51.1
2022-06-02T00:00:00.000,RI,65828,867785,1333551,1942,83.3
2022-06-02T00:00:00.000,IA,179387,2079629,2956864,589,62.2
2022-06-02T00:00:00.000,NM,120385,1638799,2260809,10147,71.6
2022-06-02T00:00:00.000,OH,631805,6952150,10668815,21942,59
2022-06-02T00:00:00.000,WA,490011,5552597,8748876,12848,72.9
2022-06-02T00:00:00.000,NE,95425,1165643,1983242,7091,63.8
2022-06-02T00:00:00.000,OK,155403,2424985,3417760,2970,57.7
2022-06-02T00:00:00.000,DC,40156,584019,994524,1739,78.6
2022-06-02T00:00:00.000,MO,252473,3299851,5550933,2325,56.4
2022-06-02T00:00:00.000,HI,71496,1098503,1817943,302,78.6
2022-06-02T00:00:00.000,IH2,41331,1062168,1171178,171,42.1
2022-06-02T00:00:00.000,BP2,14174,147238,160125,32,0
2022-06-02T00:00:00.000,SD,41753,563798,840262,141,62.1
2022-06-02T00:00:00.000,VT,53656,565278,821111,885,81.6
2022-06-02T00:00:00.000,CA,2318125,28816220,45607943,15152,72.6
2022-06-02T00:00:00.000,CT,250487,2955679,4578310,1230,79.8
2022-06-02T00:00:00.000,DE,62473,719089,1077200,2321,69.8
2022-06-02T00:00:00.000,PW,2349,36802,8661,125,84.5
2022-06-02T00:00:00.000,FL,1487784,14196036,22402379,146397,67.4
2022-06-02T00:00:00.000,ID,88620,945331,1506301,3907,55.6
2022-06-02T00:00:00.000,GU,13642,113000,230315,294,83.2
2022-06-02T00:00:00.000,FM,13513,85040,36818,42,57
2022-06-02T00:00:00.000,AZ,372661,4860721,7139246,34441,62
2022-06-02T00:00:00.000,ME,143974,1205573,1578234,3776,80.1
2022-06-02T00:00:00.000,OR,276683,2985766,4699405,17496,70
2022-06-02T00:00:00.000,MD,367153,4498499,7486119,18655,76.1
2022-06-02T00:00:00.000,AS,576,24725,84487,1191,88.3
2022-06-02T00:00:00.000,MT,61481,680888,871277,2315,57
2022-06-02T00:00:00.000,NY,1438923,14472250,23997879,24847,77.5
2022-06-02T00:00:00.000,VI,2327,44304,101124,0,53.8
2022-06-02T00:00:00.000,IN,308065,3517933,5889504,32514,55.2
2022-06-02T00:00:00.000,MP,1381,15143,93220,9,83.7
2022-06-02T00:00:00.000,MS,93991,1580040,2248864,3282,52.1
2022-06-02T00:00:00.000,UT,185196,1835711,3263475,333,64.6
2022-06-02T00:00:00.000,DD2,328697,2506421,4685279,23804,0
2022-06-02T00:00:00.000,MN,357746,3852339,6379677,5262,69.5
2022-06-01T00:00:00.000,VT,53655,565175,821017,885,81.6
2022-06-01T00:00:00.000,CA,2318314,28800887,45585379,15182,72.6
2022-06-01T00:00:00.000,NC,520142,6358746,10161476,951,62
2022-06-01T00:00:00.000,FM,13507,84801,36516,42,56.8
2022-06-01T00:00:00.000,NV,188195,1709988,3079534,529,61.2
2022-06-01T00:00:00.000,VA2,256025,3894995,3390775,284,0
2022-06-01T00:00:00.000,MI,467910,6396158,9332449,2243,60.5
2022-06-01T00:00:00.000,NM,120385,1638690,2260617,10147,71.6
2022-06-01T00:00:00.000,MS,93975,1579298,2248068,3279,52.1
2022-06-01T00:00:00.000,KY,237589,2719451,3666251,2531,57.7
2022-06-01T00:00:00.000,SD,41746,563453,839756,141,62.1
2022-06-01T00:00:00.000,GA,343989,5917377,8872200,42227,55.1
2022-06-01T00:00:00.000,PW,2349,36802,8661,125,84.5
2022-06-01T00:00:00.000,MH,2878,53269,15488,2,36.9
2022-06-01T00:00:00.000,NH,88755,975990,1552367,140,71.1
2022-06-01T00:00:00.000,LA,200207,2584341,3547108,3239,53.7
2022-06-01T00:00:00.000,ND,39792,415509,662804,327,55.8
2022-06-01T00:00:00.000,TN,267298,3880829,5914777,66007,54.8
2022-06-01T00:00:00.000,ME,143968,1204710,1577299,3769,80.1
2022-06-01T00:00:00.000,MD,367117,4494353,7479875,18625,76.1
2022-06-01T00:00:00.000,KS,139151,1782613,2766817,4459,61.9
2022-06-01T00:00:00.000,DC,40150,583555,993640,1736,78.6
2022-06-01T00:00:00.000,WI,335703,4017002,6147314,2858,65.9
2022-06-01T00:00:00.000,ID,88605,944800,1505509,3897,55.6
2022-06-01T00:00:00.000,NE,95425,1165639,1983239,7091,63.8
2022-06-01T00:00:00.000,IA,179366,2078736,2955410,587,62.2
2022-06-01T00:00:00.000,HI,71494,1097497,1816453,302,78.6
2022-06-01T00:00:00.000,AS,576,24720,84466,1187,88.3
2022-06-01T00:00:00.000,IL,688056,8206299,14178934,31176,69.2
2022-06-01T00:00:00.000,NY,1438778,14465648,23983654,24771,77.4
2022-06-01T00:00:00.000,OK,155366,2423956,3416484,2926,57.7
2022-06-01T00:00:00.000,MT,61474,680858,871253,2315,57
2022-06-01T00:00:00.000,VI,2327,44298,101094,0,53.8
2022-06-01T00:00:00.000,RI,65817,867277,1332975,1934,83.3
2022-06-01T00:00:00.000,DD2,328615,2505041,4683157,23792,0
2022-06-01T00:00:00.000,CO,342723,4238654,6356639,11019,70.6
2022-06-01T00:00:00.000,GU,13641,112967,230201,288,83.2
2022-06-01T00:00:00.000,OR,276650,2983988,4696627,17483,70
2022-06-01T00:00:00.000,VA,509177,5978671,10330696,10727,73.7
2022-06-01T00:00:00.000,TX,1580189,17407259,28598440,5308,61.9
2022-06-01T00:00:00.000,BP2,14174,147232,160119,32,0
2022-06-01T00:00:00.000,MA,405085,5984284,8815812,452,79.6
2022-06-01T00:00:00.000,IN,308033,3516547,5887102,32476,55.2
2022-06-01T00:00:00.000,IH2,41312,1061546,1170418,171,42.1
2022-06-01T00:00:00.000,PA,783616,9094543,13623922,1452,69.1
2022-06-01T00:00:00.000,FL,1486937,14157195,22342430,145805,67.3
2022-06-01T00:00:00.000,AK,46872,449901,666233,1097,62.7
2022-06-01T00:00:00.000,UT,185196,1835656,3263473,333,64.6
2022-06-01T00:00:00.000,AZ,372584,4858658,7136050,34312,62
2022-06-01T00:00:00.000,WA,489964,5550101,8743757,12809,72.9
2022-06-01T00:00:00.000,DE,62434,716501,1073483,2311,69.7
2022-06-01T00:00:00.000,MN,357723,3850030,6375080,5240,69.5
2022-06-01T00:00:00.000,WV,67613,1196172,1504569,1743,57.9
2022-06-01T00:00:00.000,NJ,578479,6634036,10338547,3757,76.1
2022-06-01T00:00:00.000,AL,178696,2776047,3410783,606,51.4
2022-06-01T00:00:00.000,PR,152561,2764515,4369189,312,83.4
2022-06-01T00:00:00.000,MO,252389,3294047,5541389,2325,56.4
2022-06-01T00:00:00.000,WY,28851,332876,391941,691,51.1
2022-06-01T00:00:00.000,OH,631697,6948321,10662908,21931,59
2022-06-01T00:00:00.000,SC,233215,2979371,4448654,2201,57.4
2022-06-01T00:00:00.000,CT,250479,2954768,4576884,1229,79.8
2022-06-01T00:00:00.000,AR,124233,1842383,2335701,4154,54.8
2022-06-01T00:00:00.000,MP,1381,15143,93220,9,83.7
2022-05-31T00:00:00.000,DD2,328558,2501485,4679615,23788,0
2022-05-31T00:00:00.000,BP2,14174,147231,160113,32,0
2022-05-31T00:00:00.000,WI,335673,4011672,6138585,2848,65.9
2022-05-31T00:00:00.000,MP,1381,15143,93220,9,83.7
2022-05-31T00:00:00.000,FM,13507,84801,36516,42,56.8
2022-05-31T00:00:00.000,VA2,256025,3894995,3390775,284,0
2022-05-31T00:00:00.000,UT,185107,1831848,3255187,333,64.5
2022-05-31T00:00:00.000,IL,687743,8187385,14143637,31072,69.1
2021-07-24T00:00:00.000,BP2,8939,82147,108072,0,0
2022-05-31T00:00:00.000,ID,88601,944702,1505164,3896,55.6
2022-05-31T00:00:00.000,IH2,41311,1061385,1169597,171,42.1
2022-05-31T00:00:00.000,CO,342633,4227388,6337818,10980,70.5
2022-05-31T00:00:00.000,GU,13640,112894,230100,288,83.1
2022-05-31T00:00:00.000,NY,1438652,14463381,23978798,24684,77.4
2022-05-31T00:00:00.000,WY,28846,332145,391250,691,51.1
2022-05-31T00:00:00.000,CA,2318231,28797679,45578049,15182,72.6
2022-05-31T00:00:00.000,AL,178679,2774248,3408390,606,51.4
2022-05-31T00:00:00.000,FL,1486937,14157174,22342430,145805,67.3
2022-05-31T00:00:00.000,VI,2327,44277,101055,0,53.7
2022-05-31T00:00:00.000,OH,631684,6947544,10661709,21926,59
2022-05-31T00:00:00.000,MT,61474,680850,871250,2315,57
2022-05-31T00:00:00.000,HI,71487,1094740,1813509,302,78.6
2022-05-31T00:00:00.000,DE,62434,716501,1073483,2311,69.7
2022-05-31T00:00:00.000,AK,46863,449531,665538,1097,62.7
2022-05-31T00:00:00.000,NV,188186,1709059,3077426,529,61.2
2022-05-31T00:00:00.000,NH,88734,974513,1549923,138,71.1
2022-05-31T00:00:00.000,MD,367081,4491680,7475424,18592,76.1
2022-05-31T00:00:00.000,OK,155337,2421932,3413164,2900,57.6
2022-05-31T00:00:00.000,DC,40145,583381,993366,1735,78.6
2022-05-31T00:00:00.000,MN,357659,3842772,6364239,5218,69.5
2022-05-31T00:00:00.000,MO,252385,3293609,5540565,2325,56.4
2022-05-31T00:00:00.000,TX,1579958,17402072,28587682,5302,61.9
2022-05-31T00:00:00.000,KS,139128,1780552,2762776,4452,61.9
2022-05-31T00:00:00.000,ND,39787,415282,662233,327,55.8
2022-05-31T00:00:00.000,IN,308023,3516161,5886522,32475,55.2
2022-05-31T00:00:00.000,PA,783048,9069812,13588681,1452,69
2022-05-31T00:00:00.000,SD,41736,563042,838811,141,62.1
2022-05-31T00:00:00.000,PR,152548,2761388,4364614,309,83.4
2022-05-31T00:00:00.000,MA,405079,5984250,8815783,452,79.6
2022-05-31T00:00:00.000,VA,509150,5977181,10327917,10723,73.7
2022-05-31T00:00:00.000,GA,343825,5904618,8851524,42100,55.1
2022-05-31T00:00:00.000,WV,67594,1194915,1502954,1743,57.9
2022-05-31T00:00:00.000,ME,143959,1202574,1574742,3763,80.1
2022-05-31T00:00:00.000,PW,2349,36802,8661,125,84.5
2022-05-31T00:00:00.000,KY,237589,2719106,3665730,2531,57.7
2022-05-31T00:00:00.000,NE,95425,1165639,1983239,7091,63.8
2022-05-31T00:00:00.000,VT,53655,565170,820970,885,81.6
2022-05-31T00:00:00.000,CT,250475,2954407,4576086,1229,79.8
2022-05-31T00:00:00.000,MH,2878,53269,15488,2,36.9
2022-05-31T00:00:00.000,IA,179327,2075863,2951318,585,62.2
2022-05-31T00:00:00.000,OR,276584,2978293,4686684,17465,70
2022-05-31T00:00:00.000,AZ,372575,4857558,7133467,34305,62
2022-05-31T00:00:00.000,NC,520139,6357258,10159416,951,62
2022-05-31T00:00:00.000,WA,489821,5539321,8723620,12798,72.9
2022-05-31T00:00:00.000,SC,233181,2975996,4444245,2201,57.4
2022-05-31T00:00:00.000,MI,467801,6386724,9319278,2242,60.4
2022-05-31T00:00:00.000,MS,93955,1577780,2245695,3279,52.1
2022-05-31T00:00:00.000,AR,124051,1838752,2330483,4106,54.7
2022-05-31T00:00:00.000,RI,65816,867148,1332789,1934,83.2
2022-05-31T00:00:00.000,AS,576,24707,84341,1185,88.2
2022-05-31T00:00:00.000,NM,120379,1637501,2258848,10137,71.6
2022-05-31T00:00:00.000,LA,200207,2583908,3546270,3239,53.7
2022-05-31T00:00:00.000,NJ,578433,6631563,10334821,3741,76.1
2022-05-31T00:00:00.000,TN,267216,3876168,5906018,65918,54.8
2022-05-30T00:00:00.000,ME,143959,1202538,1574664,3763,80.1
2022-05-30T00:00:00.000,CO,342633,4227388,6337818,10980,70.5
2022-05-30T00:00:00.000,AZ,372571,4856352,7130856,34295,62
2022-05-30T00:00:00.000,DD2,328558,2501485,4679615,23788,0
2022-05-30T00:00:00.000,GU,13640,112894,230100,288,83.1
2022-05-30T00:00:00.000,OR,276584,2978293,4686684,17465,70
2022-05-30T00:00:00.000,GA,343825,5904618,8851524,42100,55.1
2022-05-30T00:00:00.000,IL,687743,8187385,14143637,31072,69.1
2022-05-30T00:00:00.000,IN,308023,3516161,5886522,32475,55.2
2022-05-30T00:00:00.000,MD,367069,4490533,7473236,18581,76.1
2022-05-30T00:00:00.000,MP,1380,15123,93144,9,83.6
2022-05-30T00:00:00.000,KY,237586,2718434,3664653,2531,57.7
2022-05-30T00:00:00.000,NM,120379,1637500,2258845,10137,71.6
2022-05-30T00:00:00.000,VT,53655,565132,820917,885,81.6
2022-05-30T00:00:00.000,PA,783048,9069716,13588586,1452,69
2022-05-30T00:00:00.000,CA,2318163,28789404,45563270,15182,72.6
2022-05-30T00:00:00.000,OK,155337,2421916,3413152,2900,57.6
2022-05-30T00:00:00.000,ND,39787,415282,662233,327,55.8
2022-05-30T00:00:00.000,SD,41736,563035,838794,141,62.1
2022-05-30T00:00:00.000,AL,178679,2774248,3408390,606,51.4
2022-05-30T00:00:00.000,ID,88596,944575,1504907,3894,55.6
2022-05-30T00:00:00.000,WA,489821,5539312,8723619,12798,72.9
2022-05-30T00:00:00.000,VA,509127,5975117,10324126,10722,73.7
2022-05-30T00:00:00.000,WI,335673,4011672,6138585,2848,65.9
2022-05-30T00:00:00.000,PW,2349,36802,8661,125,84.5
2022-05-30T00:00:00.000,CT,250462,2953642,4574746,1229,79.8
2022-05-30T00:00:00.000,UT,185107,1831848,3255187,333,64.5
2022-05-30T00:00:00.000,NV,188186,1709059,3077426,529,61.2
2022-05-30T00:00:00.000,TN,267216,3876168,5906018,65918,54.8
2022-05-30T00:00:00.000,TX,1579910,17398456,28578722,5302,61.9
2022-05-30T00:00:00.000,MH,2878,53211,15442,2,36.8
2022-05-30T00:00:00.000,BP2,14174,147231,160113,32,0
2022-05-30T00:00:00.000,DE,62434,716501,1073483,2311,69.7
2022-05-30T00:00:00.000,NH,88734,974513,1549855,138,71.1
2022-05-30T00:00:00.000,AR,124051,1838752,2330483,4106,54.7
2022-05-30T00:00:00.000,IA,179327,2075863,2951318,585,62.2
2022-05-30T00:00:00.000,MS,93955,1577780,2245695,3279,52.1
2022-05-30T00:00:00.000,KS,139128,1780552,2762776,4452,61.9
2022-05-30T00:00:00.000,WY,28846,332145,391249,691,51.1
2022-05-30T00:00:00.000,VI,2327,44268,101052,0,53.7
2022-05-30T00:00:00.000,MI,467801,6386724,9319278,2242,60.4
2022-05-30T00:00:00.000,NJ,578410,6630692,10332795,3741,76.1
2022-05-30T00:00:00.000,OH,631667,6945873,10658963,21923,59
2022-05-30T00:00:00.000,MN,357659,3842772,6364239,5218,69.5
2022-05-30T00:00:00.000,FL,1486937,14157174,22342430,145805,67.3
2022-05-30T00:00:00.000,DC,40121,582143,990830,1733,78.5
2022-05-30T00:00:00.000,NC,520126,6356442,10157922,951,62
2022-05-30T00:00:00.000,PR,152548,2761388,4364614,309,83.4
2022-05-30T00:00:00.000,FM,13507,84801,36516,42,56.8
2022-05-30T00:00:00.000,MT,61474,680850,871250,2315,57
2022-05-30T00:00:00.000,NE,95425,1165639,1983239,7091,63.8
2022-05-30T00:00:00.000,MO,252385,3293609,5540565,2325,56.4
2022-05-30T00:00:00.000,AK,46863,449531,665538,1097,62.7
2022-05-30T00:00:00.000,WV,67594,1194915,1502954,1743,57.9
2022-05-30T00:00:00.000,HI,71487,1094740,1813509,302,78.6
2022-05-30T00:00:00.000,VA2,256025,3894923,3390774,284,0
2022-05-30T00:00:00.000,NY,1438448,14453266,23964054,24678,77.4
2022-05-30T00:00:00.000,AS,576,24707,84341,1185,88.2
2022-05-30T00:00:00.000,RI,65816,866910,1332471,1934,83.2
2022-05-30T00:00:00.000,MA,405011,5974549,8801170,452,79.6
2022-05-30T00:00:00.000,LA,200203,2583555,3545661,3239,53.7
2022-05-30T00:00:00.000,SC,233181,2975996,4444245,2201,57.4
2022-05-29T00:00:00.000,FL,1486937,14157174,22342430,145805,67.3
2022-05-29T00:00:00.000,GU,13640,112894,230100,288,83.1
2022-05-29T00:00:00.000,AL,178679,2774248,3408390,606,51.4
2022-05-29T00:00:00.000,DC,40121,582143,990830,1733,78.5
2022-05-29T00:00:00.000,WA,489821,5539288,8723617,12798,72.9
2022-05-29T00:00:00.000,AR,124051,1838752,2330483,4106,54.7
2022-05-29T00:00:00.000,IH2,41310,1061368,1169532,171,42.1
2022-05-29T00:00:00.000,GA,343825,5904618,8851524,42100,55.1
2022-05-29T00:00:00.000,AK,46863,449531,665538,1097,62.7
2022-05-29T00:00:00.000,UT,185107,1831848,3255187,333,64.5
2022-05-29T00:00:00.000,DD2,328558,2501485,4679615,23788,0
2022-05-29T00:00:00.000,FM,13506,84679,36374,40,56.7
2022-05-29T00:00:00.000,NJ,578343,6625368,10323641,3741,76.1
2022-05-29T00:00:00.000,MO,252385,3293609,5540565,2325,56.4
2022-05-29T00:00:00.000,AZ,372555,4854194,7126850,34281,62
2022-05-29T00:00:00.000,DE,62434,716501,1073483,2311,69.7
2022-05-29T00:00:00.000,CT,250446,2951945,4572267,1229,79.8
2022-05-29T00:00:00.000,NV,188186,1709058,3077426,529,61.2
2022-05-29T00:00:00.000,MA,404999,5974425,8801099,452,79.6
